Iteration, Time, Fuel
1, 157, 999
1, 157, 998.5
1, 213, 997.5
1, 213, 997
1, 259, 996
1, 259, 995.5
1, 302, 994.5
1, 302, 994
1, 358, 993
1, 358, 992.5
1, 409, 991.5
1, 409, 991
1, 451, 990
1, 451, 989.5
1, 495, 988.5
1, 495, 988
1, 540, 987
1, 540, 986.5
1, 587, 985.5
1, 587, 985
1, 621, 984
1, 621, 983.5
1, 652, 982.5
1, 652, 982
1, 684, 981
1, 684, 980.5
1, 721, 979.5
1, 721, 979
1, 751, 978
1, 751, 977.5
1, 781, 976.5
1, 781, 976
1, 809, 975
1, 809, 974.5
1, 838, 973.5
1, 838, 973
1, 868, 972
1, 868, 971.5
1, 897, 970.5
1, 897, 970
1, 926, 969
1, 926, 968.5
1, 955, 967.5
1, 955, 967
1, 983, 966
1, 983, 965.5
1, 1018, 964.5
1, 1018, 964
1, 1046, 963
1, 1046, 962.5
1, 1075, 961.5
1, 1075, 961
1, 1105, 960
1, 1105, 959.5
1, 1133, 958.5
1, 1133, 958
1, 1161, 957
1, 1161, 956.5
1, 1187, 955.5
1, 1187, 955
1, 1214, 954
1, 1214, 953.5
1, 1243, 952.5
1, 1243, 952
1, 1271, 951
1, 1271, 950.5
1, 1301, 949.5
1, 1301, 949
1, 1330, 948
1, 1330, 947.5
1, 1363, 946.5
1, 1363, 946
1, 1393, 945
1, 1393, 944.5
1, 1422, 943.5
1, 1422, 943
1, 1450, 942
1, 1450, 941.5
1, 1479, 940.5
1, 1479, 940
1, 1506, 939
1, 1506, 938.5
1, 1535, 937.5
1, 1535, 937
1, 1563, 936
1, 1563, 935.5
1, 1593, 934.5
1, 1593, 934
1, 1636, 933
1, 1636, 932.5
1, 1693, 931.5
1, 1693, 931
1, 1724, 930
1, 1724, 929.5
1, 1753, 928.5
1, 1753, 928
1, 1784, 927
1, 1784, 926.5
1, 1815, 925.5
1, 1815, 925
1, 1844, 924
1, 1844, 923.5
1, 1874, 922.5
1, 1874, 922
1, 1911, 921
1, 1911, 920.5
1, 1949, 919.5
1, 1949, 919
1, 1978, 918
1, 1978, 917.5
1, 2009, 916.5
1, 2009, 916
1, 2039, 915
1, 2039, 914.5
1, 2071, 913.5
1, 2071, 913
1, 2102, 912
1, 2102, 911.5
1, 2132, 910.5
1, 2132, 910
1, 2164, 909
1, 2164, 908.5
1, 2195, 907.5
1, 2195, 907
1, 2224, 906
1, 2224, 905.5
1, 2254, 904.5
1, 2254, 904
1, 2283, 903
1, 2283, 902.5
1, 2314, 901.5
1, 2314, 901
1, 2344, 900
1, 2344, 899.5
1, 2374, 898.5
1, 2374, 898
1, 2405, 897
1, 2405, 896.5
1, 2436, 895.5
1, 2436, 895
1, 2467, 894
1, 2467, 893.5
1, 2499, 892.5
1, 2499, 892
1, 2529, 891
1, 2529, 890.5
1, 2560, 889.5
1, 2560, 889
1, 2590, 888
1, 2590, 887.5
1, 2621, 886.5
1, 2621, 886
1, 2654, 885
1, 2654, 884.5
1, 2685, 883.5
1, 2685, 883
1, 2716, 882
1, 2716, 881.5
1, 2747, 880.5
1, 2747, 880
1, 2779, 879
1, 2779, 878.5
1, 2810, 877.5
1, 2810, 877
1, 2842, 876
1, 2842, 875.5
1, 2873, 874.5
1, 2873, 874
1, 2905, 873
1, 2905, 872.5
1, 2935, 871.5
1, 2935, 871
1, 2964, 870
1, 2964, 869.5
1, 2997, 868.5
1, 2997, 868
1, 3030, 867
1, 3030, 866.5
1, 3062, 865.5
1, 3062, 865
1, 3092, 864
1, 3092, 863.5
1, 3125, 862.5
1, 3125, 862
1, 3156, 861
1, 3156, 860.5
1, 3187, 859.5
1, 3187, 859
1, 3215, 858
1, 3215, 857.5
1, 3246, 856.5
1, 3246, 856
1, 3276, 855
1, 3276, 854.5
1, 3306, 853.5
1, 3306, 853
1, 3337, 852
1, 3337, 851.5
1, 3369, 850.5
1, 3369, 850
1, 3401, 849
1, 3401, 848.5
1, 3433, 847.5
1, 3433, 847
1, 3475, 846
1, 3475, 845.5
1, 3517, 844.5
1, 3517, 844
1, 3555, 843
1, 3555, 842.5
1, 3587, 841.5
1, 3587, 841
1, 3617, 840
1, 3617, 839.5
1, 3648, 838.5
1, 3648, 838
1, 3680, 837
1, 3680, 836.5
1, 3712, 835.5
1, 3712, 835
1, 3743, 834
1, 3743, 833.5
1, 3776, 832.5
1, 3776, 832
1, 3809, 831
1, 3809, 830.5
1, 3841, 829.5
1, 3841, 829
1, 3871, 828
1, 3871, 827.5
1, 3902, 826.5
1, 3902, 826
1, 3933, 825
1, 3933, 824.5
1, 3964, 823.5
1, 3964, 823
1, 3994, 822
1, 3994, 821.5
1, 4026, 820.5
1, 4026, 820
1, 4058, 819
1, 4058, 818.5
1, 4090, 817.5
1, 4090, 817
1, 4122, 816
1, 4122, 815.5
1, 4154, 814.5
1, 4154, 814
1, 4185, 813
1, 4185, 812.5
1, 4216, 811.5
1, 4216, 811
1, 4245, 810
1, 4245, 809.5
1, 4277, 808.5
1, 4277, 808
1, 4308, 807
1, 4308, 806.5
1, 4356, 805.5
1, 4356, 805
1, 4400, 804
1, 4400, 803.5
1, 4433, 802.5
1, 4433, 802
1, 4464, 801
1, 4464, 800.5
1, 4498, 799.5
1, 4498, 799
1, 4530, 798
1, 4530, 797.5
1, 4562, 796.5
1, 4562, 796
1, 4593, 795
1, 4593, 794.5
1, 4624, 793.5
1, 4624, 793
1, 4655, 792
1, 4655, 791.5
1, 4685, 790.5
1, 4685, 790
1, 4715, 789
1, 4715, 788.5
1, 4746, 787.5
1, 4746, 787
1, 4778, 786
1, 4778, 785.5
1, 4809, 784.5
1, 4809, 784
1, 4839, 783
1, 4839, 782.5
1, 4870, 781.5
1, 4870, 781
1, 4901, 780
1, 4901, 779.5
1, 4934, 778.5
1, 4934, 778
1, 4966, 777
1, 4966, 776.5
1, 4998, 775.5
1, 4998, 775
1, 5026, 774
1, 5026, 773.5
1, 5057, 772.5
1, 5057, 772
1, 5088, 771
1, 5088, 770.5
1, 5119, 769.5
1, 5119, 769
1, 5151, 768
1, 5151, 767.5
1, 5183, 766.5
1, 5183, 766
1, 5214, 765
1, 5214, 764.5
1, 5245, 763.5
1, 5245, 763
1, 5276, 762
1, 5276, 761.5
1, 5309, 760.5
1, 5309, 760
1, 5340, 759
1, 5340, 758.5
1, 5371, 757.5
1, 5371, 757
1, 5401, 756
1, 5401, 755.5
1, 5439, 754.5
1, 5439, 754
1, 5469, 753
1, 5469, 752.5
1, 5501, 751.5
1, 5501, 751
1, 5530, 750
1, 5530, 749.5
1, 5561, 748.5
1, 5561, 748
1, 5590, 747
1, 5590, 746.5
1, 5624, 745.5
1, 5624, 745
1, 5660, 744
1, 5660, 743.5
1, 5693, 742.5
1, 5693, 742
1, 5724, 741
1, 5724, 740.5
1, 5754, 739.5
1, 5754, 739
1, 5784, 738
1, 5784, 737.5
1, 5814, 736.5
1, 5814, 736
1, 5846, 735
1, 5846, 734.5
1, 5875, 733.5
1, 5875, 733
1, 5904, 732
1, 5904, 731.5
1, 5934, 730.5
1, 5934, 730
1, 5959, 729
1, 5959, 728.5
1, 5989, 727.5
1, 5989, 727
1, 6019, 726
1, 6019, 725.5
1, 6049, 724.5
1, 6049, 724
1, 6081, 723
1, 6081, 722.5
1, 6111, 721.5
1, 6111, 721
1, 6141, 720
1, 6141, 719.5
1, 6172, 718.5
1, 6172, 718
1, 6203, 717
1, 6203, 716.5
1, 6234, 715.5
1, 6234, 715
1, 6267, 714
1, 6267, 713.5
1, 6309, 712.5
1, 6309, 712
1, 6349, 711
1, 6349, 710.5
1, 6382, 709.5
1, 6382, 709
1, 6411, 708
1, 6411, 707.5
1, 6441, 706.5
1, 6441, 706
1, 6471, 705
1, 6471, 704.5
1, 6503, 703.5
1, 6503, 703
1, 6534, 702
1, 6534, 701.5
1, 6563, 700.5
1, 6563, 700
1, 6602, 699
1, 6602, 698.5
1, 6667, 697.5
1, 6667, 697
1, 6699, 696
1, 6699, 695.5
1, 6730, 694.5
1, 6730, 694
1, 6760, 693
1, 6760, 692.5
1, 6791, 691.5
1, 6791, 691
1, 6825, 690
1, 6825, 689.5
1, 6854, 688.5
1, 6854, 688
1, 6885, 687
1, 6885, 686.5
1, 6927, 685.5
1, 6927, 685
1, 6955, 684
1, 6955, 683.5
1, 6986, 682.5
1, 6986, 682
1, 7017, 681
1, 7017, 680.5
1, 7048, 679.5
1, 7048, 679
1, 7077, 678
1, 7077, 677.5
1, 7108, 677
1, 7139, 676.5
1, 7169, 676
1, 7198, 675.5
1, 7228, 675
1, 7257, 674.5
1, 7286, 674
1, 7315, 673
1, 7315, 672.5
1, 7346, 671.5
1, 7346, 671
1, 7375, 670
1, 7375, 669.5
1, 7405, 668.5
1, 7405, 668
1, 7435, 667
1, 7435, 666.5
1, 7467, 665.5
1, 7467, 665
1, 7498, 664
1, 7498, 663.5
1, 7529, 662.5
1, 7529, 662
1, 7558, 661
1, 7558, 660.5
1, 7589, 659.5
1, 7589, 659
1, 7620, 658
1, 7620, 657.5
1, 7651, 657
1, 7682, 656.5
1, 7714, 656
1, 7746, 655.5
1, 7781, 655
1, 7813, 654.5
1, 7843, 654
1, 7875, 653.5
1, 7904, 653
1, 7934, 652.5
1, 7963, 652
1, 7995, 651.5
1, 8026, 651
1, 8055, 650.5
1, 8087, 650
1, 8118, 649.5
1, 8150, 649
1, 8182, 648.5
1, 8214, 648
1, 8245, 647.5
1, 8276, 647
1, 8305, 646.5
1, 8337, 646
1, 8369, 645.5
1, 8422, 645
1, 8464, 644.5
1, 8496, 644
1, 8526, 643.5
1, 8557, 643
1, 8587, 642.5
1, 8616, 642
1, 8645, 641.5
1, 8675, 641
1, 8708, 640.5
1, 8738, 640
1, 8769, 639.5
1, 8800, 638.5
1, 8800, 638
1, 8832, 637
1, 8832, 636.5
1, 8863, 635.5
1, 8863, 635
1, 8896, 634
1, 8896, 633.5
1, 8929, 632.5
1, 8929, 632
1, 8961, 631
1, 8961, 630.5
1, 8993, 629.5
1, 8993, 629
1, 9025, 628
1, 9025, 627.5
1, 9059, 626.5
1, 9059, 626
1, 9090, 625
1, 9090, 624.5
1, 9120, 623.5
1, 9120, 623
1, 9150, 622.5
1, 9181, 622
1, 9211, 621.5
1, 9241, 621
1, 9273, 620.5
1, 9304, 620
1, 9333, 619.5
1, 9363, 619
1, 9394, 618.5
1, 9423, 618
1, 9455, 617.5
1, 9484, 617
1, 9520, 616.5
1, 9549, 616
1, 9579, 615.5
1, 9609, 615
1, 9639, 614.5
1, 9668, 614
1, 9697, 613.5
1, 9725, 613
1, 9756, 612.5
1, 9792, 612
1, 9823, 611.5
1, 9854, 611
1, 9884, 610.5
1, 9914, 610
1, 9943, 609.5
1, 9974, 609
1, 10003, 608.5
1, 10033, 608
1, 10062, 607.5
1, 10091, 607
1, 10123, 606.5
1, 10153, 606
1, 10206, 605
1, 10206, 604.5
1, 10248, 603.5
1, 10248, 603
1, 10279, 602
1, 10279, 601.5
1, 10309, 600.5
1, 10309, 600
1, 10339, 599
1, 10339, 598.5
1, 10369, 597.5
1, 10369, 597
1, 10398, 596
1, 10398, 595.5
1, 10428, 594.5
1, 10428, 594
1, 10458, 593
1, 10458, 592.5
1, 10492, 591.5
1, 10492, 591
1, 10523, 590.5
1, 10555, 590
1, 10586, 589.5
1, 10618, 589
1, 10649, 588.5
1, 10679, 588
1, 10707, 587.5
1, 10736, 587
1, 10766, 586.5
1, 10796, 586
1, 10826, 585.5
1, 10858, 585
1, 10887, 584.5
1, 10917, 584
1, 10947, 583.5
1, 10978, 583
1, 11007, 582.5
1, 11036, 582
1, 11066, 581.5
1, 11095, 581
1, 11124, 580.5
1, 11155, 580
1, 11184, 579.5
1, 11215, 579
1, 11243, 578.5
1, 11272, 578
1, 11302, 577.5
1, 11331, 577
1, 11362, 576.5
1, 11391, 576
1, 11421, 575.5
1, 11450, 575
1, 11481, 574.5
1, 11529, 574
1, 11568, 573
1, 11568, 572.5
1, 11599, 571.5
1, 11599, 571
1, 11622, 570
1, 11622, 569.5
1, 11655, 568.5
1, 11655, 568
1, 11691, 567
1, 11691, 566.5
1, 11719, 565.5
1, 11719, 565
1, 11749, 564
1, 11749, 563.5
1, 11780, 562.5
1, 11780, 562
1, 11814, 561
1, 11814, 560.5
1, 11848, 559.5
1, 11848, 559
1, 11879, 558.5
1, 11910, 558
1, 11940, 557.5
1, 11969, 557
1, 11995, 556.5
1, 12025, 556
1, 12054, 555.5
1, 12083, 555
1, 12112, 554.5
1, 12141, 554
1, 12172, 553.5
1, 12201, 553
1, 12230, 552.5
1, 12261, 552
1, 12290, 551.5
1, 12321, 551
1, 12350, 550.5
1, 12381, 550
1, 12411, 549.5
1, 12441, 549
1, 12470, 548.5
1, 12499, 548
1, 12526, 547.5
1, 12557, 547
1, 12587, 546.5
1, 12636, 546
1, 12677, 545.5
1, 12711, 545
1, 12742, 544.5
1, 12775, 544
1, 12808, 543.5
1, 12840, 543
1, 12869, 542.5
1, 12897, 542
1, 12928, 541
1, 12928, 540.5
1, 12958, 539.5
1, 12958, 539
1, 12987, 538
1, 12987, 537.5
1, 13016, 536.5
1, 13016, 536
1, 13046, 535
1, 13046, 534.5
1, 13076, 533.5
1, 13076, 533
1, 13105, 532
1, 13105, 531.5
1, 13134, 530.5
1, 13134, 530
1, 13161, 529
1, 13161, 528.5
1, 13190, 527.5
1, 13190, 527
1, 13220, 526.5
1, 13249, 526
1, 13278, 525.5
1, 13308, 525
1, 13337, 524.5
1, 13367, 524
1, 13399, 523.5
1, 13428, 523
1, 13458, 522.5
1, 13486, 522
1, 13514, 521.5
1, 13543, 521
1, 13573, 520.5
1, 13602, 520
1, 13631, 519.5
1, 13662, 519
1, 13691, 518.5
1, 13722, 518
1, 13753, 517.5
1, 13784, 517
1, 13819, 516.5
1, 13849, 516
1, 13895, 515.5
1, 13932, 515
1, 13960, 514.5
1, 13988, 514
1, 14016, 513.5
1, 14043, 513
1, 14070, 512.5
1, 14099, 512
1, 14126, 511.5
1, 14153, 511
1, 14185, 510
1, 14185, 509.5
1, 14211, 508.5
1, 14211, 508
1, 14236, 507
1, 14236, 506.5
1, 14263, 505.5
1, 14263, 505
1, 14289, 504
1, 14289, 503.5
1, 14316, 502.5
1, 14316, 502
1, 14342, 501
1, 14342, 500.5
1, 14370, 499.5
1, 14370, 499
1, 14397, 498
1, 14397, 497.5
1, 14424, 496.5
1, 14424, 496
1, 14451, 495
1, 14451, 494.5
1, 14478, 493.5
1, 14478, 493
1, 14505, 492
1, 14505, 491.5
1, 14533, 490.5
1, 14533, 490
1, 14560, 489
1, 14560, 488.5
1, 14589, 487.5
1, 14589, 487
1, 14615, 486
1, 14615, 485.5
1, 14642, 484.5
1, 14642, 484
1, 14670, 483
1, 14670, 482.5
1, 14698, 481.5
1, 14698, 481
1, 14727, 480
1, 14727, 479.5
1, 14754, 478.5
1, 14754, 478
1, 14781, 477
1, 14781, 476.5
1, 14809, 475.5
1, 14809, 475
1, 14835, 474
1, 14835, 473.5
1, 14864, 472.5
1, 14864, 472
1, 14891, 471
1, 14891, 470.5
1, 14918, 469.5
1, 14918, 469
1, 14945, 468
1, 14945, 467.5
1, 14977, 466.5
1, 14977, 466
2, 97, 999
2, 97, 998.5
2, 129, 997.5
2, 129, 997
2, 160, 996
2, 160, 995.5
2, 192, 994.5
2, 192, 994
2, 223, 993
2, 223, 992.5
2, 253, 991.5
2, 253, 991
2, 283, 990
2, 283, 989.5
2, 326, 988.5
2, 326, 988
2, 370, 987
2, 370, 986.5
2, 401, 985.5
2, 401, 985
2, 432, 984
2, 432, 983.5
2, 461, 982.5
2, 461, 982
2, 488, 981
2, 488, 980.5
2, 517, 979.5
2, 517, 979
2, 547, 978
2, 547, 977.5
2, 584, 976.5
2, 584, 976
2, 625, 975
2, 625, 974.5
2, 664, 973.5
2, 664, 973
2, 695, 972
2, 695, 971.5
2, 726, 970.5
2, 726, 970
2, 755, 969
2, 755, 968.5
2, 785, 967.5
2, 785, 967
2, 815, 966
2, 815, 965.5
2, 847, 964.5
2, 847, 964
2, 877, 963
2, 877, 962.5
2, 907, 961.5
2, 907, 961
2, 938, 960
2, 938, 959.5
2, 967, 958.5
2, 967, 958
2, 999, 957
2, 999, 956.5
2, 1027, 955.5
2, 1027, 955
2, 1055, 954
2, 1055, 953.5
2, 1085, 952.5
2, 1085, 952
2, 1115, 951
2, 1115, 950.5
2, 1146, 949.5
2, 1146, 949
2, 1176, 948
2, 1176, 947.5
2, 1205, 946.5
2, 1205, 946
2, 1235, 945
2, 1235, 944.5
2, 1264, 943.5
2, 1264, 943
2, 1292, 942
2, 1292, 941.5
2, 1332, 940.5
2, 1332, 940
2, 1370, 939
2, 1370, 938.5
2, 1400, 937.5
2, 1400, 937
2, 1428, 936
2, 1428, 935.5
2, 1457, 934.5
2, 1457, 934
2, 1485, 933
2, 1485, 932.5
2, 1515, 931.5
2, 1515, 931
2, 1543, 930
2, 1543, 929.5
2, 1573, 928.5
2, 1573, 928
2, 1602, 927
2, 1602, 926.5
2, 1634, 925.5
2, 1634, 925
2, 1661, 924
2, 1661, 923.5
2, 1690, 922.5
2, 1690, 922
2, 1719, 921
2, 1719, 920.5
2, 1748, 919.5
2, 1748, 919
2, 1777, 918
2, 1777, 917.5
2, 1806, 916.5
2, 1806, 916
2, 1835, 915
2, 1835, 914.5
2, 1864, 913.5
2, 1864, 913
2, 1895, 912
2, 1895, 911.5
2, 1924, 910.5
2, 1924, 910
2, 1955, 909
2, 1955, 908.5
2, 1984, 907.5
2, 1984, 907
2, 2016, 906
2, 2016, 905.5
2, 2045, 904.5
2, 2045, 904
2, 2075, 903
2, 2075, 902.5
2, 2104, 901.5
2, 2104, 901
2, 2134, 900
2, 2134, 899.5
2, 2164, 898.5
2, 2164, 898
2, 2194, 897
2, 2194, 896.5
2, 2223, 895.5
2, 2223, 895
2, 2252, 894
2, 2252, 893.5
2, 2281, 892.5
2, 2281, 892
2, 2323, 891
2, 2323, 890.5
2, 2362, 889.5
2, 2362, 889
2, 2393, 888
2, 2393, 887.5
2, 2422, 886.5
2, 2422, 886
2, 2455, 885
2, 2455, 884.5
2, 2484, 883.5
2, 2484, 883
2, 2515, 882
2, 2515, 881.5
2, 2545, 880.5
2, 2545, 880
2, 2576, 879
2, 2576, 878.5
2, 2608, 877.5
2, 2608, 877
2, 2637, 876
2, 2637, 875.5
2, 2667, 874.5
2, 2667, 874
2, 2697, 873
2, 2697, 872.5
2, 2725, 871.5
2, 2725, 871
2, 2754, 870
2, 2754, 869.5
2, 2783, 868.5
2, 2783, 868
2, 2813, 867
2, 2813, 866.5
2, 2843, 865.5
2, 2843, 865
2, 2872, 864
2, 2872, 863.5
2, 2902, 862.5
2, 2902, 862
2, 2932, 861
2, 2932, 860.5
2, 2961, 859.5
2, 2961, 859
2, 2990, 858
2, 2990, 857.5
2, 3023, 856.5
2, 3023, 856
2, 3052, 855
2, 3052, 854.5
2, 3083, 853.5
2, 3083, 853
2, 3113, 852
2, 3113, 851.5
2, 3143, 850.5
2, 3143, 850
2, 3172, 849
2, 3172, 848.5
2, 3203, 847.5
2, 3203, 847
2, 3233, 846
2, 3233, 845.5
2, 3265, 844.5
2, 3265, 844
2, 3297, 843
2, 3297, 842.5
2, 3328, 841.5
2, 3328, 841
2, 3356, 840
2, 3356, 839.5
2, 3387, 838.5
2, 3387, 838
2, 3416, 837
2, 3416, 836.5
2, 3447, 835.5
2, 3447, 835
2, 3479, 834
2, 3479, 833.5
2, 3522, 832.5
2, 3522, 832
2, 3567, 831
2, 3567, 830.5
2, 3598, 829.5
2, 3598, 829
2, 3627, 828
2, 3627, 827.5
2, 3657, 826.5
2, 3657, 826
2, 3686, 825
2, 3686, 824.5
2, 3717, 823.5
2, 3717, 823
2, 3747, 822
2, 3747, 821.5
2, 3775, 820.5
2, 3775, 820
2, 3805, 819
2, 3805, 818.5
2, 3837, 817.5
2, 3837, 817
2, 3868, 816
2, 3868, 815.5
2, 3900, 814.5
2, 3900, 814
2, 3930, 813
2, 3930, 812.5
2, 3959, 811.5
2, 3959, 811
2, 3987, 810
2, 3987, 809.5
2, 4017, 808.5
2, 4017, 808
2, 4048, 807
2, 4048, 806.5
2, 4077, 805.5
2, 4077, 805
2, 4105, 804
2, 4105, 803.5
2, 4133, 802.5
2, 4133, 802
2, 4162, 801
2, 4162, 800.5
2, 4191, 799.5
2, 4191, 799
2, 4221, 798
2, 4221, 797.5
2, 4250, 796.5
2, 4250, 796
2, 4280, 795
2, 4280, 794.5
2, 4311, 793.5
2, 4311, 793
2, 4340, 792
2, 4340, 791.5
2, 4369, 790.5
2, 4369, 790
2, 4398, 789
2, 4398, 788.5
2, 4427, 787.5
2, 4427, 787
2, 4455, 786
2, 4455, 785.5
2, 4485, 784.5
2, 4485, 784
2, 4528, 783
2, 4528, 782.5
2, 4567, 781.5
2, 4567, 781
2, 4597, 780
2, 4597, 779.5
2, 4627, 778.5
2, 4627, 778
2, 4663, 777
2, 4663, 776.5
2, 4694, 775.5
2, 4694, 775
2, 4722, 774
2, 4722, 773.5
2, 4750, 772.5
2, 4750, 772
2, 4780, 771
2, 4780, 770.5
2, 4808, 769.5
2, 4808, 769
2, 4841, 768
2, 4841, 767.5
2, 4872, 766.5
2, 4872, 766
2, 4901, 765
2, 4901, 764.5
2, 4931, 763.5
2, 4931, 763
2, 4962, 762
2, 4962, 761.5
2, 4992, 760.5
2, 4992, 760
2, 5023, 759
2, 5023, 758.5
2, 5052, 757.5
2, 5052, 757
2, 5084, 756
2, 5084, 755.5
2, 5114, 754.5
2, 5114, 754
2, 5142, 753
2, 5142, 752.5
2, 5173, 751.5
2, 5173, 751
2, 5202, 750
2, 5202, 749.5
2, 5232, 748.5
2, 5232, 748
2, 5258, 747
2, 5258, 746.5
2, 5287, 745.5
2, 5287, 745
2, 5318, 744
2, 5318, 743.5
2, 5348, 742.5
2, 5348, 742
2, 5377, 741
2, 5377, 740.5
2, 5407, 739.5
2, 5407, 739
2, 5436, 738
2, 5436, 737.5
2, 5466, 736.5
2, 5466, 736
2, 5495, 735
2, 5495, 734.5
2, 5524, 733.5
2, 5524, 733
2, 5566, 732
2, 5566, 731.5
2, 5604, 730.5
2, 5604, 730
2, 5628, 729
2, 5628, 728.5
2, 5656, 727.5
2, 5656, 727
2, 5686, 726.5
2, 5717, 726
2, 5747, 725.5
2, 5776, 725
2, 5806, 724.5
2, 5835, 724
2, 5868, 723.5
2, 5896, 723
2, 5939, 722.5
2, 5976, 722
2, 6004, 721.5
2, 6034, 721
2, 6063, 720.5
2, 6093, 720
2, 6122, 719.5
2, 6151, 719
2, 6180, 718.5
2, 6209, 718
2, 6239, 717.5
2, 6269, 717
2, 6299, 716.5
2, 6329, 716
2, 6359, 715.5
2, 6390, 715
2, 6420, 714.5
2, 6450, 714
2, 6479, 713.5
2, 6508, 713
2, 6536, 712.5
2, 6566, 712
2, 6596, 711.5
2, 6626, 711
2, 6656, 710.5
2, 6701, 710
2, 6750, 709.5
2, 6782, 709
2, 6810, 708.5
2, 6840, 708
2, 6868, 707.5
2, 6898, 707
2, 6928, 706.5
2, 6959, 706
2, 6989, 705.5
2, 7023, 705
2, 7054, 704.5
2, 7087, 704
2, 7117, 703.5
2, 7147, 702.5
2, 7147, 702
2, 7176, 701
2, 7176, 700.5
2, 7206, 699.5
2, 7206, 699
2, 7234, 698
2, 7234, 697.5
2, 7264, 696.5
2, 7264, 696
2, 7293, 695
2, 7293, 694.5
2, 7323, 693.5
2, 7323, 693
2, 7354, 692
2, 7354, 691.5
2, 7384, 690.5
2, 7384, 690
2, 7415, 689
2, 7415, 688.5
2, 7443, 687.5
2, 7443, 687
2, 7474, 686
2, 7474, 685.5
2, 7502, 684.5
2, 7502, 684
2, 7532, 683
2, 7532, 682.5
2, 7561, 682
2, 7590, 681.5
2, 7620, 681
2, 7650, 680.5
2, 7678, 680
2, 7709, 679.5
2, 7738, 679
2, 7769, 678.5
2, 7812, 678
2, 7852, 677.5
2, 7883, 677
2, 7912, 676.5
2, 7943, 676
2, 7975, 675.5
2, 8008, 675
2, 8037, 674.5
2, 8068, 674
2, 8097, 673.5
2, 8131, 673
2, 8160, 672.5
2, 8189, 672
2, 8219, 671.5
2, 8247, 671
2, 8274, 670.5
2, 8302, 670
2, 8333, 669.5
2, 8362, 669
2, 8391, 668.5
2, 8420, 668
2, 8450, 667.5
2, 8478, 667
2, 8507, 666.5
2, 8534, 666
2, 8562, 665.5
2, 8591, 665
2, 8620, 664.5
2, 8650, 664
2, 8679, 663.5
2, 8712, 663
2, 8740, 662.5
2, 8771, 662
2, 8800, 661.5
2, 8830, 661
2, 8857, 660.5
2, 8886, 660
2, 8914, 659
2, 8914, 658.5
2, 8943, 657.5
2, 8943, 657
2, 8972, 656
2, 8972, 655.5
2, 9001, 654.5
2, 9001, 654
2, 9030, 653
2, 9030, 652.5
2, 9059, 651.5
2, 9059, 651
2, 9101, 650
2, 9101, 649.5
2, 9139, 648.5
2, 9139, 648
2, 9169, 647
2, 9169, 646.5
2, 9196, 645.5
2, 9196, 645
2, 9224, 644
2, 9224, 643.5
2, 9252, 642.5
2, 9252, 642
2, 9285, 641.5
2, 9312, 641
2, 9344, 640.5
2, 9373, 640
2, 9406, 639.5
2, 9434, 639
2, 9461, 638.5
2, 9491, 638
2, 9519, 637.5
2, 9548, 637
2, 9575, 636.5
2, 9602, 636
2, 9632, 635.5
2, 9664, 635
2, 9694, 634.5
2, 9722, 634
2, 9751, 633.5
2, 9778, 633
2, 9808, 632.5
2, 9835, 632
2, 9863, 631.5
2, 9890, 631
2, 9918, 630.5
2, 9946, 630
2, 9976, 629.5
2, 10004, 629
2, 10033, 628.5
2, 10062, 628
2, 10091, 627.5
2, 10120, 627
2, 10146, 626.5
2, 10173, 626
2, 10203, 625.5
2, 10230, 625
2, 10259, 624.5
2, 10289, 624
2, 10318, 623.5
2, 10347, 623
2, 10391, 622.5
2, 10429, 622
2, 10460, 621.5
2, 10487, 621
2, 10516, 620.5
2, 10544, 619.5
2, 10544, 619
2, 10572, 618
2, 10572, 617.5
2, 10599, 616.5
2, 10599, 616
2, 10627, 615
2, 10627, 614.5
2, 10657, 613.5
2, 10657, 613
2, 10687, 612
2, 10687, 611.5
2, 10716, 610.5
2, 10716, 610
2, 10745, 609
2, 10745, 608.5
2, 10771, 607.5
2, 10771, 607
2, 10801, 606
2, 10801, 605.5
2, 10829, 604.5
2, 10829, 604
2, 10858, 603
2, 10858, 602.5
2, 10886, 602
2, 10916, 601.5
2, 10943, 601
2, 10972, 600.5
2, 11000, 600
2, 11023, 599.5
2, 11052, 599
2, 11082, 598.5
2, 11112, 598
2, 11143, 597.5
2, 11172, 597
2, 11201, 596.5
2, 11232, 596
2, 11262, 595.5
2, 11291, 595
2, 11321, 594.5
2, 11349, 594
2, 11376, 593.5
2, 11406, 593
2, 11434, 592.5
2, 11463, 592
2, 11492, 591.5
2, 11520, 591
2, 11550, 590.5
2, 11578, 590
2, 11609, 589.5
2, 11639, 589
2, 11671, 588.5
2, 11702, 588
2, 11733, 587.5
2, 11762, 587
2, 11793, 586.5
2, 11838, 586
2, 11878, 585.5
2, 11906, 585
2, 11932, 584.5
2, 11962, 584
2, 11990, 583.5
2, 12020, 583
2, 12049, 582.5
2, 12078, 582
2, 12106, 581.5
2, 12139, 580.5
2, 12139, 580
2, 12166, 579
2, 12166, 578.5
2, 12194, 577.5
2, 12194, 577
2, 12221, 576
2, 12221, 575.5
2, 12250, 574.5
2, 12250, 574
2, 12277, 573
2, 12277, 572.5
2, 12306, 571.5
2, 12306, 571
2, 12333, 570
2, 12333, 569.5
2, 12361, 568.5
2, 12361, 568
2, 12388, 567
2, 12388, 566.5
2, 12417, 565.5
